part_id;ts_date;ts_time;room
3089;20170915;06:45:22;Kitchen
3089;20170915;06:45:33;Bedroom
3089;20170915;06:45:39;Outdoor
3089;20170915;06:45:53;Bedroom
3089;20170915;06:46:09;Outdoor
3089;20170915;06:46:23;Bedroom
3089;20170915;06:46:39;Outdoor
3089;20170915;06:46:53;Bedroom
3089;20170915;06:47:09;Outdoor
3089;20170915;06:47:23;Bedroom
3089;20170915;06:47:39;Outdoor
3089;20170915;06:48:03;Bedroom
3089;20170915;06:48:10;Outdoor
3089;20170915;06:48:54;Kitchen
3089;20170915;06:49:25;Outdoor
3089;20170915;06:49:26;Kitchen
3089;20170915;06:49:41;Outdoor
3089;20170915;06:49:55;Kitchen
3089;20170915;06:50:17;Outdoor
3089;20170915;07:41:54;Kitchen
3089;20170915;07:42:04;Bathroom
3089;20170915;07:42:11;Outdoor
3089;20170915;07:42:24;Bathroom
3089;20170915;07:42:36;TV
3089;20170915;07:42:40;Outdoor
3089;20170915;07:42:54;TV
3089;20170915;07:43:06;Kitchen
3089;20170915;07:43:11;Outdoor
3089;20170915;07:43:25;Kitchen
3089;20170915;07:43:40;Outdoor
3089;20170915;07:43:55;Kitchen
3089;20170915;07:44:11;Outdoor
3089;20170915;07:44:25;Kitchen
3089;20170915;07:44:41;Outdoor
3089;20170915;07:44:55;Kitchen
3089;20170915;07:45:12;Outdoor
3089;20170915;07:45:25;Kitchen
New;20170917;09:33:49;Livingroom
New;20170917;09:34:10;Bedroom
New;20170917;09:34:23;Bathroom
New;20170917;09:34:33;Kitchen
New;20170917;09:34:40;Entry
New;20170917;09:34:53;Livingroom
New;20170917;09:35:18;Livingroom
New;20170917;10:11:48;Livingroom
New;20170917;10:11:49;Bedroom
New;20170917;10:11:51;Livingroom
New;20170917;10:12:14;Entry
New;20170917;10:12:16;Livingroom
New;20170917;10:13:07;Entry
New;20170917;10:13:23;Livingroom
New;20170917;10:13:59;Entry
New;20170917;10:14:10;Kitchen
New;20170917;10:14:55;Outdoor
New;20170917;10:15:09;Kitchen
New;20170917;10:15:51;Outdoor
New;20170917;10:53:30;Kitchen
New;20170917;10:53:56;Outdoor
New;20170917;10:54:49;Kitchen
New;20170917;10:55:09;Entry
New;20170917;10:55:13;Livingroom
New;20170917;10:55:57;Bedroom
New;20170917;10:56:43;Livingroom
New;20170917;11:09:24;Livingroom
New;20170917;12:23:21;Bedroom
New;20170917;12:23:22;Livingroom
New;20170917;12:23:52;Entry
New;20170917;12:24:09;Kitchen
New;20170917;12:24:53;Outdoor
New;20170917;14:03:55;Kitchen
New;20170917;14:04:06;Entry
New;20170917;14:04:29;Livingroom
New;20170917;14:04:40;Entry
New;20170917;14:04:42;Kitchen
New;20170917;14:05:34;Bedroom
New;20170917;14:06:14;Livingroom
New;20170917;15:45:32;Bedroom
New;20170917;15:46:57;Kitchen
New;20170917;15:49:29;Livingroom
New;20170917;16:01:27;Bathroom
New;20170917;16:01:38;Livingroom
Newp;20170917;16:54:34;Livingroom
Newp;20170917;16:54:48;Bedroom
Newp;20170917;16:54:56;Kitchen
Newp;20170917;16:55:02;Entry
Newp;20170917;16:55:13;Barhroom
Newp;20170917;16:55:21;Livingroom
New;20170918;08:34:14;Right
New;20170918;08:34:25;Left
New;20170918;08:34:35;Right
New;20170918;08:34:42;Left
New;20170918;08:34:51;Right
New;20170918;08:35:16;Right
New;20170918;08:35:45;Outdoor
New;20170918;08:36:51;Right
New;20170918;19:00:00;Bedroom
New;20170918;19:00:09;Livingroom
New;20170918;19:08:53;Bedroom
New;20170918;19:09:04;Livingroom
New;20170918;19:15:13;Bedroom
New;20170918;19:15:23;Bathroom
New;20170918;19:15:27;Livingroom
New;20170918;19:12:55;Livroom
New;20170918;19:12:56;Bathroom
New;20170918;19:13:12;Kitchen
New;20170918;19:13:22;Entrance
New;20170918;19:13:29;Livroom
New;20170918;19:23:38;Bedroom
New;20170918;19:23:50;Livroom
New;20170918;19:37:21;Entrance
New;20170918;19:37:28;Livroom
New;20170918;19:37:59;Bathroom
New;20170918;19:38:58;Livroom
New;20170918;19:39:48;Entrance
New;20170918;19:39:52;Kitchen
New;20170918;19:41:19;Entrance
New;20170918;19:41:21;Livroom
New;20170918;19:41:40;Entrance
New;20170918;19:42:11;Kitchen
New;20170918;19:42:52;Outdoor
New;20170918;19:43:09;Kitchen
New;20170918;19:43:21;Outdoor
New;20170918;19:52:02;Kitchen
New;20170918;19:52:12;Entrance
New;20170918;19:52:26;Livroom
New;20170918;19:58:45;Bedroom
New;20170918;19:58:52;Livroom
New;20170918;19:59:15;Bedroom
New;20170918;19:59:19;Livroom
New;20170918;19:59:39;Bedroom
New;20170918;19:59:46;Livroom
New;20170918;20:00:09;Bedroom
New;20170918;20:00:11;Livroom
New;20170918;20:40:34;Bedroom
New;20170918;20:43:35;Livroom
New;20170918;20:43:37;Entrance
New;20170918;20:43:38;Livroom
New;20170919;01:33:03;Bedroom
New;20170919;01:33:12;Bathroom
New;20170919;01:33:14;Kitchen
New;20170919;01:33:54;Entrance
New;20170919;01:33:58;Livroom
New;20170919;04:22:54;Outdoor
New;20170919;04:23:48;Bedroom
New;20170919;04:23:49;Livroom
New;20170919;04:24:00;Bedroom
New;20170919;04:24:08;Bathroom
New;20170919;04:24:10;Kitchen
New;20170919;04:24:34;Entrance
New;20170919;04:24:38;Livroom
New;20170919;05:02:12;Bedroom
New;20170919;05:02:27;Livroom
New;20170919;05:04:06;Bathroom
New;20170919;05:04:15;Bedroom
New;20170919;05:04:24;Bathroom
New;20170919;05:04:36;Outdoor
New;20170919;05:05:34;Outdoor
Test;20170919;11:56:19;Entrance
Test;20170919;11:56:41;Bedroom
Test;20170919;11:56:48;Kitcheb
Test;20170919;11:59:08;Entrance
Test;20170919;11:59:28;Entrance
Test;20170919;11:59:33;Kitcheb
New;20170919;06:38:27;Bathroom
New;20170919;06:38:29;Livroom
New;20170919;12:47:12;Bathroom
New;20170919;12:47:13;Livroom
Test;20170920;05:22:37;Kitch
Test;20170920;05:22:38;Bed
Test;20170920;05:26:05;Entry
Test;20170920;05:29:09;Living
Test;20170920;05:29:44;Entry
Test;20170920;05:43:44;Kitch
Test;20170920;05:43:45;Entry
1035;20170920;08:41:15;Kitchen
1035;20170920;08:42:26;Kitchen
1035;20170920;08:43:55;Kitchen
1035;20170920;09:02:57;Kitchen
Thom;20170920;16:39:23;Bedroom
Thom;20170920;16:39:24;Livingroom
Thom;20170920;16:39:25;Entry
Thom;20170920;16:39:27;Livingroom
Thom;20170920;16:39:42;Bathroom
Thom;20170920;16:39:43;Kitchen
Thom;20170920;16:39:53;Entry
Thom;20170920;16:40:06;Livingroom
Thom;20170920;16:40:16;Bedroom
Thom;20170920;16:40:37;Livingroom
Thom;20170920;16:40:50;Bedroom
Thom;20170920;16:41:01;Livingroom
Thom;20170920;16:41:07;Bedroom
Thom;20170920;16:41:22;Livingroom
Thom;20170920;16:41:41;Bedroom
Thom;20170920;16:41:44;Livingroom
Thom;20170920;16:41:55;Bedroom
Thom;20170920;16:41:56;Livingroom
Thom;20170920;16:41:58;Bedroom
Thom;20170920;16:42:01;Livingroom
Thom;20170920;16:42:15;Bedroom
Thom;20170920;16:42:18;Livingroom
Thom;20170920;16:42:26;Bedroom
Thom;20170920;16:42:27;Livingroom
Thom;20170920;16:42:48;Bedroom
Thom;20170920;16:45:39;Livingroom
Thom;20170920;16:46:47;Entry
Thom;20170920;16:46:53;Kitchen
Thom;20170920;16:46:57;Livingroom
Thom;20170920;16:46:58;Bathroom
Thom;20170920;16:47:03;Bedroom
Thom;20170920;16:47:14;Kitchen
Thom;20170920;16:47:15;Livingroom
Thom;20170920;16:47:41;Entry
Thom;20170920;16:48:45;Bedroom
Thom;20170920;16:48:47;Livingroom
Thom;20170920;18:24:16;Bedroom
Thom;20170920;18:24:17;Livingroom
Thom;20170920;18:24:20;Bedroom
Thom;20170920;18:24:30;Kitchen
Thom;20170920;18:26:53;Entry
Thom;20170920;18:26:56;Livingroom
Thom;20170920;18:38:00;Bedroom
Thom;20170920;18:38:11;Bathroom
Thom;20170920;18:38:17;Kitchen
Thom;20170920;18:38:25;Entry
Thom;20170920;18:38:33;Livingroom
Thom;20170920;18:39:38;Bedroom
Thom;20170920;18:39:47;Bathroom
Thom;20170920;18:39:59;Kitchen
Thom;20170920;18:40:09;Bathroom
2113;20170920;09:25:48;Kitchen
2113;20170920;09:26:03;Entrance
2113;20170920;09:29:25;Entrance
2113;20170920;09:53:09;Bathroom
2113;20170920;09:57:43;Bedroom
2113;20170920;09:58:51;Entrance
2113;20170920;09:59:03;Kitchen
2113;20170920;09:59:12;Entrance
2113;20170920;18:17:51;Bathroom
2113;20170920;19:11:38;Entrance
2113;20170920;19:11:41;Bedroom
2113;20170920;19:12:10;Bedroom
2113;20170920;19:13:00;Bathroom
2113;20170920;21:49:48;Bedroom
2113;20170921;04:58:58;Entrance
Test;20170921;08:01:22;Bedroom
Test;20170921;08:21:04;Bedroom
Test;20170921;09:50:09;Bathroom
Test;20170921;09:50:21;Entrance
Test;20170921;09:50:24;Bedroom
Test;20170921;09:56:25;Bedroom
Test;20170921;09:56:39;Bathroom
